; Created by WC-DAP 3.0.392

Index,DeployID,Ptt,DepthSensor,Source,Instr,Day,Time,Time Offset,Count,InitLocQ,InitTime,InitLat,InitLon,Deepest,SSTTime,SSTDepth,SSTTemp,Type,Delta,MinDepth,MaxDepth,AttenShallow,AttenDeep,TravelMetric,FoundPrevious,K,LL0,Depth0,LL1,Depth1,LL2,Depth2,LL3,Depth3,LL4,Depth4,LL5,Depth5,LL6,Depth6,LL7,Depth7,LL8,Depth8,LL9,Depth9,LL10,Depth10,LL11,Depth11
29,"Thomas",141254,,Transmission,MiniPAT,05-Nov-2015,21:12:30,,9,,,,,,06:00:00 05-Nov-2015,1,20.3,Dusk,600,16,16,,,0,,30609,168,,164,,156,,145,,128,,107,,88,,71,,56,,,,,,
30,"Thomas",141254,,Transmission,MiniPAT,06-Nov-2015,10:05:00,,3,,,,,256,12:00:00 06-Nov-2015,1,20.2,Dawn,750,48,144,,,0,,42945,56,,63,,81,,103,,127,,148,,159,,170,,169,,,,,,
31,"Thomas",141254,,Transmission,MiniPAT,06-Nov-2015,21:05:00,,3,,,,,,12:00:00 06-Nov-2015,1,20.2,Dusk,750,16,240,,,0,,48662,182,,157,,156,,143,,118,,95,,75,,57,,43,,,,,,
32,"Thomas",141254,,Transmission,MiniPAT,07-Nov-2015,10:16:15,,2,,,,,244,10:00:00 07-Nov-2015,0,20.3,Dawn,600,16,176,,,0,,53941,58,,73,,89,,106,,132,,145,,151,,162,,170,,,,,,
33,"Thomas",141254,,Transmission,MiniPAT,07-Nov-2015,20:41:15,,2,,,,,,10:00:00 07-Nov-2015,0,20.3,Dusk,750,16,16,,,0,,36856,166,,160,,154,,156,,142,,133,,109,,79,,52,,,,,,
34,"Thomas",141254,,Transmission,MiniPAT,08-Nov-2015,09:51:15,,7,,,,,249,08:00:00 08-Nov-2015,0,20.0,Dawn,900,16,112,,,0,,23821,50,,53,,62,,85,,110,,129,,149,,167,,174,,,,,,
35,"Thomas",141254,,Transmission,MiniPAT,08-Nov-2015,21:22:30,,7,,,,,,08:00:00 08-Nov-2015,0,20.0,Dusk,600,16,48,,,0,,6436,163,,157,,146,,126,,109,,87,,64,,50,,44,,,,,,
36,"Thomas",141254,,Transmission,MiniPAT,09-Nov-2015,10:21:15,,6,,,,,312,08:00:00 09-Nov-2015,1,19.9,Dawn,450,16,112,,,0,,49926,61,,74,,85,,102,,117,,143,,170,,184,,163,,,,,,
37,"Thomas",141254,,Transmission,MiniPAT,09-Nov-2015,21:37:30,,6,,,,,,08:00:00 09-Nov-2015,1,19.9,Dusk,450,16,144,,,0,,31283,169,,159,,116,,100,,86,,72,,59,,49,,42,,,,,,
38,"Thomas",141254,,Transmission,MiniPAT,10-Nov-2015,10:21:15,,7,,,,,240,10:00:00 10-Nov-2015,0,19.8,Dawn,450,16,80,,,0,,57930,47,,55,,67,,82,,97,,116,,133,,139,,147,,,,,,
